DOB_WK,"Total","Sunday","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday"
"DOB_TT",
"0533",71,2,4,9,21,10,15,10
"0534",59,7,3,6,12,10,11,10
"0535",63,2,9,7,12,10,12,11
"0536",51,2,5,7,11,8,7,11
"0537",80,6,4,15,16,18,14,7
"0538",68,5,4,13,17,11,7,11
"0539",61,1,6,13,7,13,14,7
"0540",71,11,6,16,15,8,12,3
"0541",73,3,10,10,11,14,17,8
"0542",72,8,6,13,10,12,12,11
"0543",66,7,2,13,18,8,8,10
"0544",81,3,9,21,10,8,14,16
"0545",71,3,6,12,14,14,8,14
"0546",83,11,13,11,12,14,11,11
"0547",91,7,8,11,20,17,20,8
"0548",64,2,1,8,8,14,16,15
"0549",60,4,2,8,19,8,12,7
"0550",74,7,7,6,15,14,12,13
"0551",90,9,15,13,9,17,15,12
"0552",81,7,5,9,18,9,16,17
"0553",69,6,4,12,10,17,7,13
"0554",87,7,8,18,16,13,11,14
"0555",70,3,6,12,13,16,15,5
"0556",54,5,5,12,8,7,9,8
"0557",64,6,4,6,14,16,12,6
"0558",64,7,9,12,8,12,9,7
"0559",75,12,9,11,11,14,9,9
"0600",88,9,9,13,13,21,11,12
"0601",73,12,8,7,10,7,13,16
"0602",81,7,9,14,19,14,7,11
"0603",66,8,5,7,15,12,11,8
"0604",70,6,7,13,16,9,8,11
"0605",76,6,9,16,16,9,12,8
"0606",65,7,3,10,7,18,13,7
"0607",77,13,4,9,10,18,7,16
"0608",71,6,4,13,7,15,15,11
"0609",87,8,7,14,17,12,17,12
"0610",66,8,7,10,8,13,6,14
"0611",73,4,5,9,15,13,14,13
"0612",79,8,8,16,10,13,12,12
"0613",68,6,8,12,13,8,15,6
"0614",51,3,3,9,10,12,6,8
"0615",84,4,11,13,9,12,22,13
"0616",74,6,10,12,13,12,10,11
"0617",58,6,4,11,12,8,7,10
"0618",60,2,6,7,17,10,6,12
"0619",68,4,7,14,12,11,10,10
"0620",81,7,5,10,14,16,11,18
"0621",61,7,5,10,8,7,12,12
"0622",92,14,6,11,14,17,13,17
"0623",73,8,6,10,20,14,9,6
"0624",76,7,6,14,11,14,15,9
"0625",79,8,5,12,21,8,13,12
"0626",75,7,7,9,12,11,18,11
"0627",77,7,8,17,10,11,16,8
"0628",72,3,7,9,19,18,10,6
"0629",80,6,6,17,12,12,14,13
"0630",82,5,10,11,21,16,13,6
"0631",78,5,10,12,13,18,11,9
"0632",80,4,10,12,19,13,13,9
"0633",83,6,6,14,12,8,23,14
"0634",68,4,8,15,8,14,8,11
"0635",74,4,3,12,17,14,9,15
"0636",69,7,6,11,13,13,10,9
"0637",84,6,8,15,13,9,19,14
"0638",63,7,2,12,13,5,16,8
"0639",67,4,4,11,18,11,7,12
"0640",77,4,8,13,20,11,10,11
"0641",65,4,3,14,8,15,11,10
"0642",60,11,4,10,13,10,7,5
"0643",72,5,7,7,9,18,10,16
"0644",75,4,8,9,15,15,11,13
"0645",87,7,7,5,14,19,19,16
"0646",91,8,9,14,19,11,19,11
"0647",76,8,6,11,17,8,16,10
"0648",64,6,3,9,20,10,8,8
"0649",90,6,5,18,19,13,17,12
"0650",62,4,5,7,11,10,16,9
"0651",69,3,7,9,10,15,12,13
"0652",74,13,6,9,13,12,12,9
"0653",55,2,1,13,12,12,10,5
"0654",64,8,10,12,6,9,8,11
"0655",83,8,6,16,14,12,13,14
"0656",59,8,8,9,8,11,7,8
"0657",64,10,5,13,12,8,8,8
"0658",71,3,7,12,15,11,13,10
"0659",74,8,8,14,7,13,14,10
"0700",75,9,8,12,18,9,10,9
